"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"198818","occ","","","20514","Sorex","genus","40486","Irvingtonian","","1.8","0.3","2940"
"198838","occ","","","20516","Sorex cinereus","species","51634","Irvingtonian","","1.8","0.3","3099"
"198921","occ","","","20528","Sorex","genus","40486","Irvingtonian","","1.8","0.3","2887"
"198938","occ","9781","","20530","Sorex","genus","40486","Irvingtonian","","1.8","0.3","6202"
"199028","occ","","","20554","Sorex arcticus","species","51630","Irvingtonian","","1.8","0.3","6221"
"199029","occ","","","20554","Blarina brevicauda","species","51632","Irvingtonian","","1.8","0.3","2046"
"199132","occ","","","20560","Sorex cinereus","species","51634","Irvingtonian","","1.8","0.3","1319"
"199133","occ","","","20560","Cryptotis parva","species","51658","Irvingtonian","","1.8","0.3","1319"
"199134","occ","","","20560","Blarina brevicauda","species","51632","Irvingtonian","","1.8","0.3","1899"
"199146","occ","","","20562","Blarina carolinensis","species","51633","Irvingtonian","","1.8","0.3","2046"
"199176","occ","","","20566","Sorex kansasensis","species","51646","Irvingtonian","","1.8","0.3","2544"
"199177","occ","","","20566","Blarina brevicauda","species","51632","Irvingtonian","","1.8","0.3","2046"
"199179","occ","","","20567","Sorex cinereus","species","51634","Irvingtonian","","1.8","0.3","3799"
"199259","occ","9851","","20572","Blarina carolinensis","species","51633","Late Pleistocene","","0.126","0.0117","2046"
"199281","occ","","","20573","Cryptotis parva","species","51658","Late Pleistocene","","0.126","0.0117","3580"
"199282","occ","","","20573","Blarina carolinensis","species","51633","Late Pleistocene","","0.126","0.0117","3580"
"199333","occ","9855","","20580","Blarina carolinensis","species","51633","Late Pleistocene","","0.126","0.0117","2046"
"199439","occ","","","20595","Cryptotis parva","species","51658","Late Pleistocene","","0.126","0.0117","3567"
"199440","occ","","","20595","Sorex longirostris","species","51649","Late Pleistocene","","0.126","0.0117","3567"
"199441","occ","9867","","20595","Blarina carolinensis","species","51633","Late Pleistocene","","0.126","0.0117","2046"
"199466","occ","","","20598","Cryptotis parva","species","51658","Late Pleistocene","","0.126","0.0117","3567"
"199519","occ","","","20604","Blarina brevicauda","species","51632","Late Pleistocene","","0.126","0.0117","1962"
"199520","occ","","","20604","Blarina carolinensis","species","51633","Late Pleistocene","","0.126","0.0117","1962"
"199546","occ","","","20605","Sorex cinereus","species","51634","Late Pleistocene","","0.126","0.0117","1907"
"199547","occ","","","20605","Blarina brevicauda","species","51632","Late Pleistocene","","0.126","0.0117","1907"
"199577","occ","9881","","20608","Blarina","genus","40457","Late Pleistocene","","0.126","0.0117","6294"
"199706","occ","","","20623","Notiosorex crawfordi","species","51636","Late Pleistocene","","0.126","0.0117","2018"
"199735","occ","","","20626","Soricidae","family","40443","Late Pleistocene","","0.126","0.0117","1785"
"199798","occ","","","20634","Cryptotis parva","species","51658","Late Pleistocene","","0.126","0.0117","3567"
"199900","occ","","","20641","Sorex palustris","species","51657","Late Pleistocene","","0.126","0.0117","2589"
"199987","occ","","","20650","Cryptotis parva","species","51658","Late Pleistocene","","0.126","0.0117","3567"
"199988","occ","9940","","20650","Blarina carolinensis","species","51633","Late Pleistocene","","0.126","0.0117","2046"
"213230","occ","","","21692","Sylvisorex","genus","40491","Holocene","","0.0117","0","4801"
"213231","occ","","","21692","Crocidura","genus","40463","Holocene","","0.0117","0","4801"
"213232","occ","","","21692","Crocidura","genus","40463","Holocene","","0.0117","0","4801"
"213233","occ","","","21692","Crocidura","genus","40463","Holocene","","0.0117","0","4801"
"213234","occ","","","21692","Crocidura","genus","40463","Holocene","","0.0117","0","4801"
"213241","occ","","","21692","Crocidura","genus","40463","Holocene","","0.0117","0","4801"
"213242","occ","","","21692","Crocidura","genus","40463","Holocene","","0.0117","0","4801"
"213243","occ","","","21692","Crocidura","genus","40463","Holocene","","0.0117","0","4801"
"213244","occ","","","21692","Crocidura","genus","40463","Holocene","","0.0117","0","4801"
"213245","occ","","","21692","Crocidura","genus","40463","Holocene","","0.0117","0","4801"
"213281","occ","","","21693","Crocidura","genus","40463","Holocene","","0.0117","0","4805"
"213282","occ","","","21693","Crocidura","genus","40463","Holocene","","0.0117","0","4805"
"213283","occ","","","21693","Myosorex","genus","40473","Holocene","","0.0117","0","4805"
"213284","occ","","","21693","Suncus","genus","40490","Holocene","","0.0117","0","4805"
"213287","occ","","","21693","Crocidura","genus","40463","Holocene","","0.0117","0","4805"
"213688","occ","","","21862","Crocidura","genus","40463","Holocene","","0.0117","0","5216"
"213693","occ","","","21862","Myosorex","genus","40473","Holocene","","0.0117","0","5216"
"214002","occ","","","21915","Suncus","genus","40490","Pleistocene","","2.588","0.0117","5214"
"214003","occ","","","21915","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","5214"
"214009","occ","","","21915","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","5214"
"214012","occ","","","21915","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","5214"
"214145","occ","","","21949","Crocidura","genus","40463","Pleistocene","Holocene","2.588","0","5248"
"214147","occ","","","21949","Suncus","genus","40490","Pleistocene","Holocene","2.588","0","5248"
"214150","occ","","","21949","Crocidura","genus","40463","Pleistocene","Holocene","2.588","0","5248"
"214164","occ","","","21949","Crocidura","genus","40463","Pleistocene","Holocene","2.588","0","5248"
"214169","occ","","","21949","Crocidura","genus","40463","Pleistocene","Holocene","2.588","0","5248"
"214170","occ","","","21949","Suncus","genus","40490","Pleistocene","Holocene","2.588","0","5248"
"214242","occ","","","21961","Crocidura","genus","40463","Calabrian","","1.806","0.781","5261"
"217639","occ","","","22221","Soricidae","family","40443","Zanclean","","5.333","3.6","5391"
"217701","occ","","","22222","Soricidae","family","40443","Zanclean","","5.333","3.6","5423"
"217751","occ","","","22224","Suncus","genus","40490","Miocene","Pliocene","23.03","2.588","5408"
"218305","occ","","","22272","Soricidae","family","40443","Pleistocene","","2.588","0.0117","5569"
"218764","occ","","","22338","Soricidae","family","40443","Zanclean","","5.333","3.6","5549"
"219893","occ","","","22628","Suncus","genus","40490","Early Pleistocene","","2.588","0.781","5653"
"220327","occ","","","21824","Soricidae","family","40443","Early Pleistocene","","2.588","0.781","4896"
"220537","occ","","","21894","Crocidura","genus","40463","Holocene","","0.0117","0","5210"
"220538","occ","","","21894","Crocidura","genus","40463","Holocene","","0.0117","0","5210"
"220539","occ","","","21894","Crocidura","genus","40463","Holocene","","0.0117","0","5210"
"220614","occ","","","21896","Crocidura","genus","40463","Holocene","","0.0117","0","5227"
"221110","occ","","","22333","Myosorex","genus","40473","Pliocene","Pleistocene","5.333","0.0117","4884"
"221111","occ","","","22333","Suncus","genus","40490","Pliocene","Pleistocene","5.333","0.0117","4884"
"221127","occ","","","22334","Soricidae","family","40443","Pliocene","Pleistocene","5.333","0.0117","4885"
"221153","occ","","","22339","Suncus","genus","40490","Pliocene","","5.333","2.588","4887"
"221166","occ","","","22339","Diplomesodon","genus","40466","Pliocene","","5.333","2.588","4887"
"221167","occ","","","22339","Myosorex","genus","40473","Pliocene","","5.333","2.588","4887"
"221168","occ","","","22339","Suncus","genus","40490","Pliocene","","5.333","2.588","4887"
"221184","occ","","","22341","Suncus","genus","40490","Pliocene","","5.333","2.588","5536"
"221197","occ","","","22341","Diplomesodon","genus","40466","Pliocene","","5.333","2.588","5536"
"221212","occ","","","22353","Suncus","genus","40490","Pliocene","","5.333","2.588","4887"
"221221","occ","","","22353","Myosorex","genus","40473","Pliocene","","5.333","2.588","4887"
"223053","occ","","","21502","Crocidura","genus","40463","Pliocene","Calabrian","5.333","0.781","4734"
"223054","occ","","","21502","Crocidura","genus","40463","Pliocene","Calabrian","5.333","0.781","4734"
"223158","occ","","","21510","Crocidura","genus","40463","Zanclean","","5.333","3.6","4469"
"223264","occ","","","21545","Crocidura","genus","40463","Gelasian","","2.588","1.806","4769"
"223291","occ","","","21546","Crocidura","genus","40463","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223292","occ","","","21546","Crocidura","genus","40463","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223301","occ","","","21546","Myosorex","genus","40473","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223302","occ","","","21546","Suncus","genus","40490","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223303","occ","","","21546","Suncus","genus","40490","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223304","occ","","","21546","Suncus","genus","40490","Late Pliocene","Piacenzian","3.6","2.588","4768"
"224757","occ","","","21805","Crocidura","genus","40463","Gelasian","","2.588","1.806","4451"
"225215","occ","","","21827","Soricidae","family","40443","Pliocene","","5.333","2.588","4895"
"226165","occ","","","21959","Crocidura","genus","40463","Holocene","","0.0117","0","5259"
"227036","occ","","","22073","Scutisorex","genus","253421","Holocene","","0.0117","0","5324"
"227114","occ","","","22074","Scutisorex","genus","253421","Pleistocene","Holocene","2.588","0","5325"
"228479","occ","","","22357","Diplomesodon","genus","40466","Pliocene","","5.333","2.588","5538"
"228801","occ","","","22443","Soricidae","family","40443","Miocene","","23.03","5.333","5434"
"229028","occ","","","22596","Sylvisorex","genus","40491","Gelasian","","2.588","1.806","5276"
"229029","occ","","","22596","Soricidae","family","40443","Gelasian","","2.588","1.806","5276"
"229216","occ","","","22628","Myosorex","genus","40473","Early Pleistocene","","2.588","0.781","5653"
"229220","occ","","","22628","Sylvisorex","genus","40491","Early Pleistocene","","2.588","0.781","5653"
"229225","occ","","","22628","Suncus","genus","40490","Early Pleistocene","","2.588","0.781","5653"
"266860","occ","","","20083","Arctisorex polaris","species","44260","Early Pliocene","","5.333","3.6","7157"
"287817","occ","","","27481","Soricidae","family","40443","Barstovian","","15.97","13.6","733"
"295299","occ","","","28237","Notiosorex","genus","40476","Blancan","","4.9","1.8","7756"
"295767","occ","","","28304","Crocidurinae","subfamily","56994","Ruscinian","","5.333","3.2","7765"
"332462","occ","","","31040","Miosorex","genus","53427","MN 5","MN 6","15.97","12.75","8440"
"332464","occ","","","31040","Soricidae","family","40443","MN 5","MN 6","15.97","12.75","8440"
"332465","occ","","","31039","Crusafontina","genus","53428","MN 9","","11.1","9.7","8440"
"332467","occ","","","31041","Florinia stehlini","species","111512","MN 4","","16.9","15.97","8440"
"336621","occ","","","31223","Amblycoptus","genus","40447","MN 10","","9.7","8.7","8409"
"339372","occ","","","32054","Suncus","genus","40490","Late Pliocene","","3.6","2.588","5595"
"339388","occ","","","32056","Episoriculus","genus","40468","Late Pliocene","","3.6","2.588","5595"
"340398","occ","32029","","32103","Asoriculus","genus","56148","Ruscinian","","5.333","3.2","57752"
"340417","occ","","","32104","Episoriculus gibberodon","species","54307","Ruscinian","","5.333","3.2","8633"
"340850","occ","","","32145","Sorex minutus","species","115169","Early Pleistocene","","2.588","0.781","8655"
"340851","occ","","","32145","Sorex margaritodon","species","99184","Early Pleistocene","","2.588","0.781","8655"
"340852","occ","","","32145","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","8655"
"340853","occ","","","32145","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","8655"
"340854","occ","","","32145","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","8655"
"341594","occ","","","32191","Sorex","genus","40486","Langhian","Serravallian","15.97","11.62","8672"
"341676","occ","","","32192","Sorex margaritodon","species","99184","Early Pleistocene","","2.588","0.781","8655"
"341677","occ","","","32192","Episoriculus gibberodon","species","54307","Early Pleistocene","","2.588","0.781","8655"
"341678","occ","","","32192","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","8655"
"341679","occ","","","32192","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","8655"
"341680","occ","","","32192","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","8655"
"341712","occ","","","32195","Sorex praearaneus","species","115168","Early Pleistocene","","2.588","0.781","8655"
"341713","occ","","","32195","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","8655"
"341714","occ","","","32195","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","8655"
"341715","occ","","","32195","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","8655"
"341716","occ","","","32195","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","8655"
"341767","occ","","","32194","Sorex minutus","species","115169","Early Pleistocene","","2.588","0.781","8655"
"341768","occ","","","32194","Sorex praearaneus","species","115168","Early Pleistocene","","2.588","0.781","8655"
"341769","occ","","","32194","Sorex margaritodon","species","99184","Early Pleistocene","","2.588","0.781","8655"
"341770","occ","","","32194","Episoriculus gibberodon","species","54307","Early Pleistocene","","2.588","0.781","8655"
"341771","occ","","","32194","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","8655"
"341772","occ","","","32194","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","8655"
"341773","occ","","","32194","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","8655"
"342231","occ","","","31931","Soricidae","family","40443","Ruscinian","Pliocene","5.333","2.588","8409"
"342232","occ","","","31940","Soricidae","family","40443","Turolian","","8.7","5.333","8409"
"342234","occ","","","31928","Amblycoptus","genus","40447","Turolian","","8.7","5.333","8409"
"342235","occ","","","31928","Soricidae","family","40443","Turolian","","8.7","5.333","8409"
"342237","occ","","","31924","Soricidae","family","40443","Turolian","","8.7","5.333","8409"
"342244","occ","18902","","32189","Amblycoptus jessiae","species","92685","Turolian","","8.7","5.333","19740"
"342245","occ","18903","","32189","Petenyia hungarica","species","54110","Turolian","","8.7","5.333","19740"
"342246","occ","18904","","32189","Asoriculus","genus","56148","Turolian","","8.7","5.333","19740"
"342247","occ","18905","","32189","Sorex","genus","40486","Turolian","","8.7","5.333","19740"
"343552","occ","10319","","32240","Neomysorex","genus","54305","MN 14","","4.9","4.2","9129"
"343553","occ","10323","","32240","Mafia","genus","54387","MN 14","","4.9","4.2","9173"
"343554","occ","10327","","32240","Sorex","genus","40486","MN 14","","4.9","4.2","9224"
"343555","occ","10326","","32240","Sorex minutus","species","115169","MN 14","","4.9","4.2","9224"
"343556","occ","","","32240","Petenyia hungarica","species","54110","MN 14","","4.9","4.2","8865"
"343557","occ","","","32240","Soriculus kubinyi","species","54112","MN 14","","4.9","4.2","8865"
"343558","occ","","","32240","Suncus","genus","40490","MN 14","","4.9","4.2","8865"
"344811","occ","10328","","32485","Sorex bor","species","110662","MN 17","","2.588","1.806","9224"
"344812","occ","","","32485","Sorex","genus","40486","MN 17","","2.588","1.806","8762"
"344813","occ","","","32485","Beremendia","genus","40456","MN 17","","2.588","1.806","8762"
"344814","occ","","","32485","Petenyia hungarica","species","54110","MN 17","","2.588","1.806","8762"
"354439","occ","","","33396","Beremendia","genus","40456","MN 15","","4.2","3.2","8998"
"356138","occ","","","32198","Sorex minutus","species","115169","Early Pleistocene","","2.588","0.781","8655"
"356139","occ","","","32198","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","8655"
"356182","occ","","","33973","Sorex minutus","species","115169","Early Pleistocene","","2.588","0.781","8655"
"356183","occ","","","33973","Sorex margaritodon","species","99184","Early Pleistocene","","2.588","0.781","8655"
"356184","occ","","","33973","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","8655"
"356185","occ","","","33973","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","8655"
"356186","occ","","","33973","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","8655"
"356254","occ","","","33974","Sorex margaritodon","species","99184","Early Pleistocene","","2.588","0.781","8655"
"356255","occ","","","33974","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","8655"
"356888","occ","","","32240","Paranourosorex gigas","species","110727","MN 14","","4.9","4.2","8999"
"356889","occ","","","32240","Blarinoides mariae","species","94099","MN 14","","4.9","4.2","8998"
"356892","occ","","","33473","Beremendia","genus","40456","MN 16","","3.2","2.588","8998"
"356905","occ","","","33873","Beremendia","genus","40456","MN 14","MN 15","4.9","3.2","8998"
"356907","occ","","","33872","Kordosia topali","species","108995","MN 15","","4.2","3.2","8999"
"357105","occ","","","33975","Sorex runtonensis","species","54109","Early Pleistocene","","2.588","0.781","8655"
"357106","occ","","","33975","Sorex minutus","species","115169","Early Pleistocene","","2.588","0.781","8655"
"357107","occ","","","33975","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","8655"
"357108","occ","","","33975","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","8655"
"357137","occ","","","34008","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","8655"
"357159","occ","","","34009","Sorex runtonensis","species","54109","Early Pleistocene","","2.588","0.781","8655"
"357160","occ","","","34009","Sorex minutus","species","115169","Early Pleistocene","","2.588","0.781","8655"
"357161","occ","","","34009","Sorex margaritodon","species","99184","Early Pleistocene","","2.588","0.781","8655"
"357162","occ","","","34009","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","8655"
"357163","occ","","","34009","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","8655"
"357196","occ","","","34010","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","8655"
"357197","occ","","","34010","Beremendia","genus","40456","Middle Pleistocene","","0.781","0.126","8655"
"358473","occ","","","34103","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","8649"
"358634","occ","","","34105","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","8981"
"358854","occ","","","34110","Crocidura","genus","40463","Pliocene","","5.333","2.588","8683"
"358953","occ","","","32240","Sorex minutus","species","115169","MN 14","","4.9","4.2","8683"
"358957","occ","","","32240","Petenyiella","genus","54111","MN 14","","4.9","4.2","8683"
"360291","occ","","","34127","Sorex","genus","40486","Pleistocene","","2.588","0.0117","8650"
"360292","occ","","","34127","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","8650"
"360353","occ","","","34128","Neomys","genus","40474","Pleistocene","","2.588","0.0117","8987"
"360354","occ","","","34128","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","8987"
"360925","occ","","","33872","Beremendia","genus","40456","MN 15","","4.2","3.2","8998"
"360926","occ","","","33872","Blarinoides mariae","species","94099","MN 15","","4.2","3.2","8998"
"360931","occ","","","33396","Blarinoides mariae","species","94099","MN 15","","4.2","3.2","19902"
"360932","occ","","","33396","Episoriculus gibberodon","species","54307","MN 15","","4.2","3.2","9129"
"360933","occ","","","33638","Beremendia","genus","40456","MN 16","","3.2","2.588","8998"
"360934","occ","","","33638","Blarinoides mariae","species","94099","MN 16","","3.2","2.588","8998"
"360938","occ","","","33473","Beremendia","genus","40456","MN 16","","3.2","2.588","8998"
"360939","occ","","","33473","Blarinoides mariae","species","94099","MN 16","","3.2","2.588","8998"
"360941","occ","","","32485","Beremendia","genus","40456","MN 17","","2.588","1.806","8998"
"360942","occ","","","32485","Blarinoides mariae","species","94099","MN 17","","2.588","1.806","8998"
"360943","occ","","","33480","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","8998"
"360944","occ","","","33480","Blarinoides mariae","species","94099","Early Pleistocene","","2.588","0.781","8998"
"360947","occ","","","33874","Beremendia","genus","40456","Pleistocene","","2.588","0.0117","8998"
"360950","occ","","","34192","Beremendia","genus","40456","Pleistocene","","2.588","0.0117","8998"
"361546","occ","","","34256","Angustidens excultus","species","93366","MN 9","","11.1","9.7","9004"
"361890","occ","","","34286","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9013"
"362227","occ","","","34330","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9013"
"362228","occ","","","34330","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9013"
"362824","occ","","","34368","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9031"
"362825","occ","","","34368","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9031"
"362867","occ","","","34370","Asoriculus","genus","56148","Ruscinian","","5.333","3.2","9448"
"362868","occ","","","34370","Mafia","genus","54387","Ruscinian","","5.333","3.2","9448"
"362869","occ","","","34370","Soricidae","family","40443","Ruscinian","","5.333","3.2","9448"
"363612","occ","","","34448","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9043"
"364991","occ","","","32240","Episoriculus","genus","40468","MN 14","","4.9","4.2","9129"
"364992","occ","","","33396","Petenyia hungarica","species","54110","MN 15","","4.2","3.2","9172"
"365185","occ","","","34607","Crocidura","genus","40463","Neogene","Pleistocene","23.03","0.0117","9138"
"365186","occ","","","34607","Blarinini","tribe","54388","Neogene","Pleistocene","23.03","0.0117","9138"
"365187","occ","","","34607","Blarinella","genus","40458","Neogene","Pleistocene","23.03","0.0117","9138"
"365188","occ","","","34607","Episoriculus gibberodon","species","54307","Neogene","Pleistocene","23.03","0.0117","9138"
"366146","occ","","","32240","Cokia robusta","species","110703","MN 14","","4.9","4.2","9172"
"366147","occ","","","32240","Blarinella","genus","40458","MN 14","","4.9","4.2","9172"
"366148","occ","","","32240","Alloblarinella europaea","species","110668","MN 14","","4.9","4.2","9172"
"366149","occ","","","33872","Cokia robusta","species","110703","MN 15","","4.2","3.2","9172"
"366150","occ","","","33872","Petenyia hungarica","species","54110","MN 15","","4.2","3.2","9172"
"366151","occ","","","33396","Alloblarinella europaea","species","110668","MN 15","","4.2","3.2","9172"
"366152","occ","","","33396","Sorex hibbardi","species","115172","MN 15","","4.2","3.2","26264"
"366153","occ","","","33473","Petenyia hungarica","species","54110","MN 16","","3.2","2.588","9172"
"366154","occ","","","33473","Alloblarinella europaea","species","110668","MN 16","","3.2","2.588","9172"
"366155","occ","","","33638","Petenyia hungarica","species","54110","MN 16","","3.2","2.588","9172"
"366156","occ","","","34192","Petenyia hungarica","species","54110","Pleistocene","","2.588","0.0117","9172"
"366166","occ","","","33480","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","9172"
"366168","occ","","","33873","Blarinella","genus","40458","MN 14","MN 15","4.9","3.2","9172"
"366169","occ","","","33873","Alloblarinella europaea","species","110668","MN 14","MN 15","4.9","3.2","9172"
"366198","occ","","","32240","Deinsdorfia","genus","55020","MN 14","","4.9","4.2","9290"
"366199","occ","","","32240","Deinsdorfia","genus","55020","MN 14","","4.9","4.2","9290"
"366200","occ","","","32240","Zelceina podlesicensis","species","110666","MN 14","","4.9","4.2","9290"
"366207","occ","","","33396","Deinsdorfia","genus","55020","MN 15","","4.2","3.2","9290"
"366208","occ","","","33396","Mafia","genus","54387","MN 15","","4.2","3.2","9173"
"366212","occ","","","33396","Sulimskia kretzoii","species","109074","MN 15","","4.2","3.2","26264"
"366213","occ","","","33473","Deinsdorfia","genus","55020","MN 16","","3.2","2.588","9290"
"366214","occ","","","33473","Deinsdorfia","genus","55020","MN 16","","3.2","2.588","9290"
"366215","occ","","","33473","Mafia","genus","54387","MN 16","","3.2","2.588","9173"
"366216","occ","","","33638","Deinsdorfia","genus","55020","MN 16","","3.2","2.588","9290"
"366217","occ","","","33638","Mafia","genus","54387","MN 16","","3.2","2.588","9173"
"366219","occ","","","34681","Sulimskia kretzoii","species","109074","Pliocene","","5.333","2.588","9173"
"366220","occ","","","32485","Deinsdorfia","genus","55020","MN 17","","2.588","1.806","9290"
"366221","occ","","","33873","Paenelimnoecus","genus","40478","MN 14","MN 15","4.9","3.2","9173"
"366222","occ","","","34682","Petenyia hungarica","species","54110","MN 17","","2.588","1.806","9172"
"366223","occ","","","34683","Petenyia hungarica","species","54110","Pleistocene","","2.588","0.0117","9172"
"367550","occ","","","34765","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","9135"
"367551","occ","","","34765","Sorex minutus","species","115169","Pleistocene","","2.588","0.0117","9135"
"367552","occ","","","34765","Sorex praearaneus","species","115168","Pleistocene","","2.588","0.0117","9135"
"367553","occ","","","34765","Asoriculus","genus","56148","Pleistocene","","2.588","0.0117","9135"
"367554","occ","","","34765","Beremendia","genus","40456","Pleistocene","","2.588","0.0117","9135"
"367698","occ","","","34783","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9135"
"367699","occ","","","34783","Sorex minutus","species","115169","Early Pleistocene","","2.588","0.781","9135"
"367700","occ","","","34783","Sorex praearaneus","species","115168","Early Pleistocene","","2.588","0.781","9135"
"367701","occ","","","34783","Asoriculus","genus","56148","Early Pleistocene","","2.588","0.781","9135"
"367702","occ","","","34783","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","9135"
"368048","occ","","","32240","Mafia","genus","54387","MN 14","","4.9","4.2","9173"
"368049","occ","","","32240","Sulimskia kretzoii","species","109074","MN 14","","4.9","4.2","9173"
"368050","occ","","","32240","Paenelimnoecus","genus","40478","MN 14","","4.9","4.2","9173"
"368051","occ","","","33396","Paenelimnoecus","genus","40478","MN 15","","4.2","3.2","9173"
"368052","occ","","","33473","Sulimskia kretzoii","species","109074","MN 16","","3.2","2.588","9173"
"368053","occ","","","33473","Paenelimnoecus","genus","40478","MN 16","","3.2","2.588","9173"
"368054","occ","","","33638","Sulimskia kretzoii","species","109074","MN 16","","3.2","2.588","9173"
"368055","occ","","","34682","Deinsdorfia","genus","55020","MN 17","","2.588","1.806","9290"
"368056","occ","","","32485","Sulimskia kretzoii","species","109074","MN 17","","2.588","1.806","9173"
"368058","occ","","","32240","Sorex bor","species","110662","MN 14","","4.9","4.2","9224"
"368059","occ","","","32240","Sorex","genus","40486","MN 14","","4.9","4.2","9224"
"368060","occ","","","32240","Sorex","genus","40486","MN 14","","4.9","4.2","9224"
"368061","occ","","","33978","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","9224"
"368062","occ","","","32240","Soricidae","family","40443","MN 14","","4.9","4.2","9224"
"368063","occ","","","33873","Sorex minutus","species","115169","MN 14","MN 15","4.9","3.2","9224"
"368064","occ","","","33873","Sorex","genus","40486","MN 14","MN 15","4.9","3.2","9224"
"368065","occ","","","33396","Sorex minutus","species","115169","MN 15","","4.2","3.2","9224"
"368066","occ","","","33396","Sorex bor","species","110662","MN 15","","4.2","3.2","9224"
"368067","occ","","","33396","Sorex pseudoalpinus","species","109071","MN 15","","4.2","3.2","9224"
"368068","occ","","","33396","Soricidae","family","40443","MN 15","","4.2","3.2","9224"
"368069","occ","","","33473","Sorex minutus","species","115169","MN 16","","3.2","2.588","9224"
"368070","occ","","","33473","Sorex bor","species","110662","MN 16","","3.2","2.588","9224"
"368071","occ","","","33473","Sorex","genus","40486","MN 16","","3.2","2.588","9224"
"368072","occ","","","33473","Sorex","genus","40486","MN 16","","3.2","2.588","9224"
"368073","occ","","","33473","Sorex","genus","40486","MN 16","","3.2","2.588","9224"
"368074","occ","","","33473","Soricidae","family","40443","MN 16","","3.2","2.588","9224"
"368075","occ","","","33473","Paenelimnoecus","genus","40478","MN 16","","3.2","2.588","9224"
"368076","occ","","","33638","Sorex minutus","species","115169","MN 16","","3.2","2.588","9224"
"368077","occ","","","33638","Sorex bor","species","110662","MN 16","","3.2","2.588","9224"
"368078","occ","","","33638","Soricidae","family","40443","MN 16","","3.2","2.588","9224"
"368079","occ","","","33872","Sorex praearaneus","species","115168","MN 15","","4.2","3.2","9224"
"368080","occ","","","34682","Sorex minutus","species","115169","MN 17","","2.588","1.806","9224"
"368081","occ","","","34682","Sorex bor","species","110662","MN 17","","2.588","1.806","9224"
"368082","occ","","","34682","Sorex praealpinus","species","115171","MN 17","","2.588","1.806","9224"
"368083","occ","","","34682","Sorex praearaneus","species","115168","MN 17","","2.588","1.806","9224"
"368084","occ","","","32485","Sorex minutus","species","115169","MN 17","","2.588","1.806","9224"
"368085","occ","","","32485","Sorex","genus","40486","MN 17","","2.588","1.806","9224"
"368086","occ","","","32485","Sorex praearaneus","species","115168","MN 17","","2.588","1.806","9224"
"368087","occ","","","34681","Sorex","genus","40486","Pliocene","","5.333","2.588","9224"
"368088","occ","","","33480","Sorex bor","species","110662","Early Pleistocene","","2.588","0.781","9224"
