"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"151420","occ","","","13486","Soricidae indet.","family","40443","","Soricidae","","family","40443","Late Pliocene","","3.6","2.588","Qiu","1987","6095","Chordata","Mammalia","","Soricidae","","","","","","115.000000","40.000000","Daodi Micromammals","","","CN","Hebei","","estimated from map","degrees","","Located 20 km southwest of Nihewan Hebei China","gp_mid","114.42","39.74","604","CN","","","","","group of beds","MN 16","","Nihewan Beds","","","","","Daodi Pliocnee beds are just under the Pleistocene beds bearing archaeological sites.\r\nThe joint Occurenece of Rattus and Orientalomys suggest a latest Pliocene (MN 16) correlation for the Daodi fauna.","","","","","","","","","","","","","","","mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"151421","occ","","","13486","Soricidae indet.","family","40443","","Soricidae","","family","40443","Late Pliocene","","3.6","2.588","Qiu","1987","6095","Chordata","Mammalia","","Soricidae","","","","","","115.000000","40.000000","Daodi Micromammals","","","CN","Hebei","","estimated from map","degrees","","Located 20 km southwest of Nihewan Hebei China","gp_mid","114.42","39.74","604","CN","","","","","group of beds","MN 16","","Nihewan Beds","","","","","Daodi Pliocnee beds are just under the Pleistocene beds bearing archaeological sites.\r\nThe joint Occurenece of Rattus and Orientalomys suggest a latest Pliocene (MN 16) correlation for the Daodi fauna.","","","","","","","","","","","","","","","mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"151422","occ","","","13486","Soricidae indet.","family","40443","","Soricidae","","family","40443","Late Pliocene","","3.6","2.588","Qiu","1987","6095","Chordata","Mammalia","","Soricidae","","","","","","115.000000","40.000000","Daodi Micromammals","","","CN","Hebei","","estimated from map","degrees","","Located 20 km southwest of Nihewan Hebei China","gp_mid","114.42","39.74","604","CN","","","","","group of beds","MN 16","","Nihewan Beds","","","","","Daodi Pliocnee beds are just under the Pleistocene beds bearing archaeological sites.\r\nThe joint Occurenece of Rattus and Orientalomys suggest a latest Pliocene (MN 16) correlation for the Daodi fauna.","","","","","","","","","","","","","","","mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"175514","occ","","","16514","Soricidae indet.","family","40443","","Soricidae","","family","40443","Uintan","","46.2","40.4","Krishtalka and Setoguchi","1977","2178","Chordata","Mammalia","","Soricidae","","","","","","-107.099998","43.200001","Badwater Locality 5A","","","US","Wyoming","Natrona","based on political unit","1","small collection","Badwater Creek","gp_mid","-85.96","49.88","101","US","FED","Wagon Bed (""Tepee Trail"")","","lower Hendry Ranch","","","BadCr","3","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","388 specimens","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"175548","occ","","","16515","Soricidae indet.","family","40443","","Soricidae","","family","40443","Uintan","","46.2","40.4","Krishtalka and Setoguchi","1977","2178","Chordata","Mammalia","","Soricidae","","","","","","-107.099998","43.200001","Badwater Locality 5 Front","","","US","Wyoming","Natrona","based on political unit","1","small collection","Badwater Creek","gp_mid","-85.96","49.88","101","US","FED","Wagon Bed (""Tepee Trail"")","","lower Hendry Ranch","","","BadCr","3","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"175564","occ","","","16516","Soricidae indet.","family","40443","","Soricidae","","family","40443","Uintan","","46.2","40.4","Krishtalka and Setoguchi","1977","2178","Chordata","Mammalia","","Soricidae","","","","","","-107.099998","43.200001","Badwater Locality 5 Back","","","US","Wyoming","Natrona","based on political unit","1","small collection","Badwater Creek","gp_mid","-85.96","49.88","101","US","FED","Wagon Bed (""Tepee Trail"")","","lower Hendry Ranch","","","BadCr","3","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"176219","occ","","","16626","Soricidae indet.","family","40443","","Soricidae","","family","40443","Late Uintan","","46.2","40.4","Storer","1984","3305","Chordata","Mammalia","","Soricidae","","","","12","specimens","-107.599998","50.200001","Swift Current Creek","","","CA","Saskatchewan","","based on nearby landmark","1","outcrop","13 mi. ESE of Swift Current","gp_mid","-83.75","56.77","101","CA","","Cypress Hills","","","group of beds","","","","","","","","locality occurs ""in the upper beds"" of a 15 m section","""unconsolidated lens"" in a formation of ""sands gravels and conglomerates and sandstones with calcareous cement""","sandstone","","","","","conglomerate","","","","","fluvial indet.","","environment of formation was ""braided streams""","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","bulk,surface (float),sieve,field collection,survey of museum collection","","","997 specimens","","","","","includes a single quarry\nreported NISP of 1120 but 125 are of generically indeterminate taxa for a total of 995\ntype of ""Trigenicus"" mammifer mentioned by Frick 1937 and Scott 1940 probably from Calf Creek or another Chadronian locality","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"177430","occ","","","16826","Soricidae indet.","family","40443","","Soricidae","","family","40443","Duchesnean","","40.4","37.2","Maas","1985","2335","Chordata","Mammalia","","Soricidae","","","","","","-107.099998","43.200001","Badwater Locality 20","","","US","Wyoming","Natrona","based on political unit","1","small collection","Badwater Creek","gp_mid","-88.40","49.59","101","US","FED","Wagon Bed (""Tepee Trail"")","","upper Hendry Ranch","","","BadCr","4","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","297 specimens","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"177601","occ","","","16845","Soricidae indet.","family","40443","","Soricidae","","family","40443","Duchesnean","","40.4","37.2","Storer","1987","3306","Chordata","Mammalia","","Soricidae","","","","","","-107.900002","50.000000","Lac Pelletier Lower Fauna","","SMNH Locs. 72G13-001 -003 -005 -006 -009 72J04-001 004 -006","CA","Saskatchewan","","based on nearby landmark","1","small collection","23 km SSW of Swift Current","gp_mid","-86.94","56.36","101","CA","","Cypress Hills","","","","","LacPl","1","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","","","","","2000 specimens","","","","","small mammals other than rodents and lagomorphs described by Storer 1995b<br>most specimens from 72J04-0006<br>""Peradectes cf. minutus"" is omitted by Storer 1996 and  may be included in any of the four marsupials in this fauna<br><br>""? Ankylodon sp."" is omitted by Storer 1995b 1996 and may  be either Talpavus or Sespedectes<br><br>""cf. Campylocynodon sp.""; not mentioned by Bryant 1992 or  Storer 1996 and a junior synonym of Parictis<br><br>""cf. Mustelavus sp."" is omitted by Storer 1996","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"177653","occ","","","16846","Soricidae indet.","family","40443","","Soricidae","","family","40443","Duchesnean","","40.4","37.2","Storer","1996","3318","Chordata","Mammalia","","Soricidae","","","","","","-107.900002","50.000000","Lac Pelletier Upper Fauna","","DUPLICATE REF 3312 or 3313 or 3314","CA","Saskatchewan","","based on nearby landmark","1","small collection","south of Swift Current","gp_mid","-86.94","56.36","101","CA","","","","","","","LacPl","2","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","list of Storer 1996 is based on two localities 15 km apart but apparently at exactly the same stratigraphic level<br>""Geomyoidea indet."" is omitted by Storer 1996","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"177810","occ","","","16884","Soricidae indet.","family","40443","","Soricidae","","family","40443","Duchesnean","","40.4","37.2","Krishtalka and Setoguchi","1977","2178","Chordata","Mammalia","","Soricidae","","","","","","-107.099998","43.200001","Wood Locality","","","US","Wyoming","Natrona","based on political unit","1","small collection","Badwater Creek","gp_mid","-88.40","49.59","101","US","FED","Wagon Bed (""Tepee Trail"")","","upper Hendry Ranch","","","BadCr","4","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","268 specimens","","","","","this is NOT the same as Tourtelot's locality 15","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"179444","occ","3831","","17081","Pseudotrimylus compressus","species","51231","","Pseudotrimylus compressus","","species","45890","Orellan","","33.9","33.3","Mawby","1960","2484","Chordata","Mammalia","","Soricidae","Pseudotrimylus","","","","","-103.099998","40.799999","Cedar Creek (Lower)","","Clyde Ward Ranch","US","Colorado","Logan","based on political unit","1","","","gp_mid","-87.47","46.32","101","US","","Brule","White River","Cedar Creek","","","Logan","2","bottom to top","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","includes Mellinger locality (UCM 78099)<br>Cedar Creek sequence is in the vicinity of Pawnee Buttes<br>Korth and Hageman 1988 believe that the entire Cedar Creek beds are of the same age as Orella D; however Prothero 1996c shows that it spans at least one magnetic reversal and probably two<br>level indeterminate: Coloradoeumys galbreathi Martin 1980a: type ""Hesperocyon"" coloradensis Wang and Tedford 1996: type UK Colorado 46 Cedar Creek Mbr. Logan Co. Parictis sp. Hunt 1998a: ""Cedar Creek beds Chimney Canyon Logan County""","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"179486","occ","3848","","17082","Pseudotrimylus compressus","species","51231","","Pseudotrimylus compressus","","species","45890","Orellan","","33.9","33.3","Mawby","1960","2484","Chordata","Mammalia","","Soricidae","Pseudotrimylus","","","","","-103.099998","40.799999","Cedar Creek (Middle)","","","US","Colorado","Logan","based on political unit","1","","","gp_mid","-87.47","46.32","101","US","","White River","","Cedar Creek","","","Logan","3","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"179925","occ","","","17138","Soricidae ? indet.","family","40443","","Soricidae","","family","40443","Orellan","","33.9","33.3","Tabrum et al.","1996","3359","Chordata","Mammalia","","Soricidae","","","","","","-112.800003","45.000000","Matador Ranch (Upper)","","MV 7724 MV 7728","US","Montana","Beaverhead","based on political unit","1","small collection","","gp_mid","-97.13","51.61","127","US","FED","Cook Ranch","","middle","","","SageC","6","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"180649","occ","","","17317","Soricidae indet.","family","40443","","Soricidae","","family","40443","Whitneyan","","33.3","30.8","Wilson","1985","3707","Chordata","Mammalia","","Soricidae","","","","","","-101.900002","43.500000","Cedar Pass (Leptauchenia Clays)","","","US","South Dakota","Jackson","based on political unit","1","","about 3 mi NE of Interior","gp_mid","-86.52","48.70","101","US","","","","upper Poleslide","","","BgBad","8","bottom to top","","","","Leptauchenia Clays","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","894 specimens","","","","","NISP 1134 but this includes only ""small mammals""<br>Morris Skinner collections from Cedar Pass mentioned by Tedford et al. 1996 are clearly from this facies","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"180981","occ","","","17372","Soricidae indet.","family","40443","","Soricidae","","family","40443","Whitneyan","","33.3","30.8","Storer","1996","3318","Chordata","Mammalia","","Soricidae","","","","","","-108.800003","49.599998","Rodent Hill (Cypress Hills)","","","CA","Saskatchewan","","based on nearby landmark","1","","","gp_mid","-92.44","55.52","101","CA","","","","","member","","NWoEE","3","bottom to top","","","","said to be late Whitneyan\nmaterial is from ""Several lithostratigraphic units"": Bell 2002","","","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","does NOT include numerous small mammal specimens reported by Russell 1972 to be from ""Rodent Hill V-37""\nsaid to be late Whitneyan but much of this suggests a Geringian age to me: JA 24.1.97","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"181708","occ","4479","","17540","Pseudotrimylus sp.","genus","40484","","Pseudotrimylus","","genus","40484","Arikareean","","30.8","20.43","Alroy","2002","6294","Chordata","Mammalia","","Soricidae","Pseudotrimylus","","","","","-112.800003","46.400002","Lower Cabbage Patch Beds","","","US","Montana","Powell","based on political unit","1","","","gp_mid","-100.95","52.12","127","US","FED","Renova","","","member","","CabbP","1","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","includes KU-MT-44 (Tavenner Ranch loc. 4) and probably several other localities: see Pierce and Rasmussen 1992<br>uncomformably overlies welded tuff dated at 29.5 +/- 2.8 Ma (FT on zircon) but uncomformity is shown to be considerable and error is large: Tedford et al. 1987<br>faunal lists of Douglass (1903) and Riel (1964) are stratigraphically mixed but most or all of the records correspond to Rasmussen i.d.s for the Lower Cabbage Patch including: Meniscomys sp. ""? Mesocyon drummondensis"" - confirmed as included in Rasmussen list by Wang 1994 Kukusepasutanka schultzi - the type from ""Hellgate River 3 miles east of Drummond Granite County"": Macdonald 1956b Diceratherium cf. armatum ""Promerycochoerus"" minor type - from KU Mt-33 lower Cabbage Patch beds: Stevens and Stevens 1996 ""Leptomeryx transmontanus"" - type of Douglass 1903 is from ""east of Drummond on Hellgate River"": Frick 1937 ""Desmatochoerus macrosynaphus"" - type is from KU Mt-31 same level as Mt-33: Stevens and Stevens 1996 <br>""? Parasminthus sp."" is not documented in North America  see Korth 1994c","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"181845","occ","4540","","17564","Pseudotrimylus sp.","genus","40484","","Pseudotrimylus","","genus","40484","Monroecreekian","","26.3","24.8","Alroy","2002","6294","Chordata","Mammalia","","Soricidae","Pseudotrimylus","","","1","specimens","-102.500000","43.299999","Monroe Creek (SDSM V-6229)","","LACM 1871","US","South Dakota","Shannon","based on political unit","1","small collection","","gp_mid","-90.25","48.13","101","US","","Monroe Creek","","","","","BgBad","14","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","SDSM","","730 specimens","","","","","""at least"" NISP counts are probably not severe underestimates and NISP estimate of 730 seems reasonable","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"182341","occ","4800","","17659","Pseudotrimylus sp.","genus","40484","","Pseudotrimylus","","genus","40484","Geringian","","30.8","26.3","Hutchison","1972","1991","Chordata","Mammalia","","Soricidae","Pseudotrimylus","","","1","specimens","-102.500000","43.299999","Sharps (SDSM V-6228)","","LACM 1958","US","South Dakota","Shannon","based on political unit","1","small collection","","gp_mid","-88.74","48.37","101","US","","Sharps","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","SDSM","","","","","","","NISP 5","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"182547","occ","","","17726","Soricidae indet.","family","40443","","Soricidae","","family","40443","Geringian","Monroecreekian","30.8","24.8","Albright","1998","936","Chordata","Mammalia","","Soricidae","","","","","","-82.800003","30.200001","White Springs","","","US","Florida","Columbia and Hamilton","based on political unit","1","","Suwanee River","gp_mid","-71.14","33.04","109","US","","Parachucla","","","","","","","","","","","said to be early Arikareean = Geringian to Monroecreekian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"183170","occ","","","17859","Soricidae indet.","family","40443","","Soricidae","","family","40443","Arikareean","","30.8","20.43","Morgan","1989","2610","Chordata","Mammalia","","Soricidae","","","","","","-82.599998","30.000000","White Springs 1A","","C048","US","Florida","Columbia","based on political unit","1","local area","E bank of Suwanee River 1 km SE of White Springs\n""extends for several hundred meters"": MacFadden and Morgan 2003","gp_mid","-71.80","32.79","109","US","","Parachucla","","Porters Landing","member","","","","","","","","","light gray to buff to brown slightly clayey fine quartz sand with a minor percentage of fine phosphatic grains","sandstone","brown,gray","","argillaceous","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","bulk,selective quarrying,sieve","","","","","","","","said to be ""earliest Miocene (Arikareean)""\ninformal names in text matched to proper names in table for ""White Springs""\n""Canidae indet."" is listed in table but can't be matched to a particular locality based on text","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"183265","occ","","","17878","Wilsonosorex sp.","genus","40494","","Wilsonosorex","","genus","40494","Hemingfordian","","20.43","15.97","Martin and Green","1984","2416","Chordata","Mammalia","","Soricidae","Wilsonosorex","","","","","-101.800003","43.200001","Black Bear Quarry II","","SDSM V-673","US","South Dakota","Bennett","based on political unit","1","small collection","no details given by Green 1972","gp_mid","-93.54","47.05","101","US","","Rosebud","","","group of beds","","BgBad","16","bottom to top","","","","channel deposit ""is approximately 60 cm thick and about seven meters wide""","""The channel base contains large pebbles up to 10 cm in diameter. Above the pebbly layer is the main fossiliferous bed. It is about 30 cm thick and is gravelly. Above it is a layer of strongly cemented concretions. Each concretion is about 20 to 30 cm long and nearly 10 cm thick. These concretions are interpreted as the result of later water table action. They contain fossils as do several centimeters of the overlying layer.""","conglomerate","concretionary","","","","","","","","","coarse channel fill","","""stream channel deposit""","mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","bulk,sieve,field collection","SDSM","","779 specimens","454 kg","SDSM","1967 - 1968","NISP 779\r\n""approximately"" one ton of matrix","incorrect number V-671 (actually Flint Hill South) given by Martin and Green 1984","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"183266","occ","","","17878","Antesorex cf. compressus","species","44121","recombined as","Limnoecus compressus","","species","51635","Hemingfordian","","20.43","15.97","Martin and Green","1984","2416","Chordata","Mammalia","","Soricidae","Limnoecus","","","","","-101.800003","43.200001","Black Bear Quarry II","","SDSM V-673","US","South Dakota","Bennett","based on political unit","1","small collection","no details given by Green 1972","gp_mid","-93.54","47.05","101","US","","Rosebud","","","group of beds","","BgBad","16","bottom to top","","","","channel deposit ""is approximately 60 cm thick and about seven meters wide""","""The channel base contains large pebbles up to 10 cm in diameter. Above the pebbly layer is the main fossiliferous bed. It is about 30 cm thick and is gravelly. Above it is a layer of strongly cemented concretions. Each concretion is about 20 to 30 cm long and nearly 10 cm thick. These concretions are interpreted as the result of later water table action. They contain fossils as do several centimeters of the overlying layer.""","conglomerate","concretionary","","","","","","","","","coarse channel fill","","""stream channel deposit""","mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","bulk,sieve,field collection","SDSM","","779 specimens","454 kg","SDSM","1967 - 1968","NISP 779\r\n""approximately"" one ton of matrix","incorrect number V-671 (actually Flint Hill South) given by Martin and Green 1984","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
