"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Ursidae"
"Access Time","Wed 2017-02-22 07:50:18 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Ursidae"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0316"
"Records Found","772"
"Records Returned","772"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"906501","occ","","","101897","Ursus arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","34644"
"906528","occ","","","101898","Ursus arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","34644"
"906588","occ","","","101899","Ursus arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","34644"
"908631","occ","","","102369","Indarctos sp.","genus","41315","","Indarctos","genus","41315","Zanclean","","5.333","3.6","34762"
"908632","occ","","","102369","Ursidae indet.","family","41301","","Ursidae","family","41301","Zanclean","","5.333","3.6","34762"
"908633","occ","","","102370","Agriotherium sp.","genus","41303","","Agriotherium","genus","41303","Zanclean","","5.333","3.6","34762"
"908635","occ","","","102372","Agriotherium ? sp.","genus","41303","","Agriotherium","genus","41303","Zanclean","","5.333","3.6","34762"
"908636","occ","","","102372","Indarctos ? sp.","genus","41315","","Indarctos","genus","41315","Zanclean","","5.333","3.6","34762"
"908637","occ","","","52641","Ursidae indet.","family","41301","","Ursidae","family","41301","Zanclean","","5.333","3.6","34762"
"912923","occ","","","103358","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","34877"
"915285","occ","","","103991","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","35027"
"915367","occ","","","103359","Arctodus simus","species","44277","","Arctodus simus","species","44309","Pleistocene","","2.588","0.0117","34885"
"919199","occ","","","104034","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","Holocene","0.126","0","1461"
"919263","occ","","","104037","Ursus americanus","species","52602","","Ursus americanus","species","52602","Holocene","","0.0117","0","1461"
"919316","occ","","","104662","Ursus sp.","genus","41331","","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","1461"
"919341","occ","","","104664","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","1461"
"919360","occ","","","104668","Ursus sp.","genus","41331","","Ursus","genus","41331","Pleistocene","","2.588","0.0117","1461"
"919364","occ","","","104669","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","1461"
"919411","occ","","","104672","Ursus sp.","genus","41331","","Ursus","genus","41331","Late Pleistocene","Holocene","0.126","0","1461"
"919452","occ","","","104675","Ursus americanus","species","52602","","Ursus americanus","species","52602","Holocene","","0.0117","0","1461"
"919474","occ","","","104676","Ursidae indet.","family","41301","","Ursidae","family","41301","Late Pleistocene","","0.126","0.0117","1461"
"919478","occ","","","74143","Ursus sp.","genus","41331","","Ursus","genus","41331","Pleistocene","","2.588","0.0117","1461"
"919494","occ","","","104680","Ursidae indet.","family","41301","","Ursidae","family","41301","Late Pleistocene","Holocene","0.126","0","1461"
"919507","occ","","","104681","Ursus sp.","genus","41331","","Ursus","genus","41331","Late Pleistocene","","0.126","0.0117","1461"
"919511","occ","","","104682","Ursus sp.","genus","41331","","Ursus","genus","41331","Late Pleistocene","Holocene","0.126","0","1461"
"919535","occ","","","104686","Ursidae indet.","family","41301","","Ursidae","family","41301","Late Pleistocene","","0.126","0.0117","1461"
"919564","occ","","","104693","Ursus sp.","genus","41331","","Ursus","genus","41331","Late Pleistocene","Holocene","0.126","0","1461"
"922203","occ","","","105549","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","35262"
"934380","occ","","","82258","Ursus cf. americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","35381"
"935467","occ","","","73726","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","35838"
"935471","occ","","","73691","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","35841"
"935489","occ","","","82530","Ursus arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","35842"
"935837","occ","","","107827","cf. Arctotherium sp.","genus","44307","","Arctotherium","genus","44307","Blancan","","4.9","1.8","35861"
"935839","occ","","","107828","Arctotherium (Pararctotherium) brasiliense","species","182927","","Arctotherium (Pararctotherium) brasiliense","species","182926","Pleistocene","","2.588","0.0117","35862"
"936061","occ","","","107956","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","35869"
"936229","occ","","","107996","Ailuropoda melanoleuca","species","104016","","Ailuropoda melanoleuca","species","104015","Late Pleistocene","","0.126","0.0117","35877"
"936241","occ","","","108001","Ailuropoda melanoleuca","species","104016","","Ailuropoda melanoleuca","species","104015","Middle Pleistocene","","0.781","0.126","35877"
"936729","occ","","","104758","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","35866"
"938096","occ","","","102954","Ursus sp.","genus","41331","","Ursus","genus","41331","Late Pleistocene","Holocene","0.126","0","35949"
"945351","occ","","","109704","Ursus aff. denigeri","species","41331","species not entered","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","36257"
"973717","occ","","","93828","Ursus cf. arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","37407"
"978925","occ","","","21713","Agriotherium africanum","species","199981","","Agriotherium africanum","species","199981","Late Pliocene","","3.6","2.588","4809"
"997977","occ","","","120834","Ailuropoda melanoleuca","species","104016","","Ailuropoda melanoleuca","species","104015","Middle Pleistocene","","0.781","0.126","38591"
"997978","occ","","","120834","Ursus thibetanus","species","104029","","Ursus thibetanus","species","104029","Middle Pleistocene","","0.781","0.126","38591"
"1020769","occ","","","93837","Ursus arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","40497"
"1028955","occ","","","124319","Ursus americanus","species","52602","","Ursus americanus","species","52602","Pleistocene","","2.588","0.0117","40654"
"1033801","occ","","","93332","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","40654"
"1034061","occ","","","126660","Ursus americanus","species","52602","","Ursus americanus","species","52602","Pleistocene","","2.588","0.0117","41113"
"1034077","occ","","","20302","Arctodus haplodon","species","44275","subjective synonym of","Arctodus pristinus","species","44276","Irvingtonian","","1.8","0.3","40636"
"1034152","occ","","","20302","Ursus (Euarctos) cf. americanus","species","52602","obsolete variant of","Ursus americanus","species","52602","Irvingtonian","","1.8","0.3","39868"
"1034198","occ","","","20302","Euarctos vitabilis","species","52613","subjective synonym of","Ursus americanus","species","52602","Irvingtonian","","1.8","0.3","41080"
"1037624","occ","","","20302","Ursus americanus","species","52602","","Ursus americanus","species","52602","Irvingtonian","","1.8","0.3","41247"
"1115204","occ","","","141367","Pararctotherium sp.","genus","41319","obsolete variant of","Arctotherium (Pararctotherium)","subgenus","41319","Late Pleistocene","","0.126","0.0117","45971"
"1118500","occ","","","142016","Arctotherium tarijense","species","264375","","Arctotherium tarijense","species","264375","Early Pleistocene","","2.588","0.781","46109"
"1118501","occ","","","142016","Arctotherium wingei","species","264376","","Arctotherium wingei","species","264376","Early Pleistocene","","2.588","0.781","46109"
"1141013","occ","","","145376","Arctotherium wingei","species","264376","","Arctotherium wingei","species","264376","Late Pleistocene","","0.126","0.0117","47003"
"1141014","occ","","","145377","Arctotherium wingei","species","264376","","Arctotherium wingei","species","264376","Late Pleistocene","Holocene","0.126","0","47003"
"1156362","occ","","","148309","Arctotherium sp.","genus","44307","","Arctotherium","genus","44307","Late Pleistocene","Holocene","0.126","0","47592"
"1156806","occ","","","48069","Hemicyon hareni","species","41314","species not entered","Hemicyon","genus","41314","Burdigalian","","20.44","15.97","47649"
"1156807","occ","","","48069","Plithocyon bruneti","species","41323","species not entered","Plithocyon","genus","41323","Burdigalian","","20.44","15.97","47649"
"1156808","occ","","","48069","Phoberocyon dehmi","species","41321","species not entered","Phoberocyon","genus","41321","Burdigalian","","20.44","15.97","47649"
"1156809","occ","","","48069","Ursavus elmensis","species","64162","","Ursavus elmensis","species","64162","Burdigalian","","20.44","15.97","47649"
"1156834","occ","","","148396","Hemicyon sansaniensis","species","339538","","Hemicyon sansaniensis","species","339538","Langhian","","15.97","13.82","47649"
"1156835","occ","","","148396","Ursavus brevirhinus","species","52598","","Ursavus brevirhinus","species","52598","Langhian","","15.97","13.82","47649"
"1156866","occ","","","148398","Plithocyon bruneti","species","41323","species not entered","Plithocyon","genus","41323","Burdigalian","","20.44","15.97","47649"
"1156868","occ","","","148399","Phoberocyon dehmi","species","41321","species not entered","Phoberocyon","genus","41321","Burdigalian","","20.44","15.97","47649"
"1156950","occ","","","148417","Ursidae indet.","family","41301","","Ursidae","family","41301","Late Pleistocene","","0.126","0.0117","47667"
"1183553","occ","","","152598","Ursus minimus","species","41331","species not entered","Ursus","genus","41331","Pliocene","","5.333","2.588","48828"
"1189484","occ","","","151910","Ursavus ? sp.","genus","41329","","Ursavus","genus","41329","Turolian","","8.7","5.333","48740"
"1196136","occ","","","154722","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Late Pleistocene","","0.126","0.0117","50316"
"1196137","occ","","","154722","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","50316"
"1196400","occ","","","154771","Arctodus floridanus","species","44274","recombined as","Tremarctos floridanus","species","44274","Late Pleistocene","","0.126","0.0117","50335"
"1196543","occ","","","74292","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Late Pleistocene","","0.126","0.0117","50339"
"1196544","occ","","","74292","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","50339"
"1196545","occ","","","74292","Ursus sp.","genus","41331","","Ursus","genus","41331","Late Pleistocene","","0.126","0.0117","50339"
"1196573","occ","","","154773","Euarctos sp.","genus","104035","subjective synonym of","Ursus","genus","41331","Late Pleistocene","","0.126","0.0117","3131"
"1196574","occ","","","154773","cf. Arctodus sp.","genus","41308","","Arctodus","genus","41308","Late Pleistocene","","0.126","0.0117","3131"
"1196891","occ","","","154804","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Late Pleistocene","","0.126","0.0117","50371"
"1196941","occ","","","154805","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Late Pleistocene","","0.126","0.0117","2451"
"1198028","occ","","","154936","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Late Pleistocene","","0.126","0.0117","50467"
"1198029","occ","","","154936","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","50467"
"1198030","occ","","","20573","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Late Pleistocene","","0.126","0.0117","50467"
"1198031","occ","","","154773","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Late Pleistocene","","0.126","0.0117","50467"
"1201186","occ","","","155393","Ursus sp.","genus","41331","","Ursus","genus","41331","Late Pleistocene","","0.126","0.0117","50711"
"1201187","occ","","","155393","Arctotherium n. sp. simum","species","44309","recombined as","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","50711"
"1201309","occ","","","155409","Ursus sp.","genus","41331","","Ursus","genus","41331","Late Pleistocene","","0.126","0.0117","50720"
"1205536","occ","","","84796","Ursus arvernensis","species","295054","","Ursus arvernensis","species","295054","Late Pliocene","","3.6","2.588","19136"
"1223341","occ","","","18554","cf. Plithocyon sp.","genus","41323","","Plithocyon","genus","41323","Late Clarendonian","","13.6","10.3","25209"
"1223814","occ","","","160461","Phoberogale n. sp. shareri","species","303494","","Phoberogale shareri","species","303494","late Late Arikareean","","30.8","20.43","52354"
"1226561","occ","","","161194","Ursus sp.","genus","41331","","Ursus","genus","41331","Pleistocene","","2.588","0.0117","52516"
"1226569","occ","","","161194","Ursus amplidens","species","52603","subjective synonym of","Ursus americanus","species","52602","Pleistocene","","2.588","0.0117","52519"
"1228517","occ","","","161613","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","52655"
"1230181","occ","","","161954","Ursus sp.","genus","41331","","Ursus","genus","41331","Pleistocene","","2.588","0.0117","52762"
"1230890","occ","","","162014","Thalarctos maritimus","species","104037","recombined as","Ursus maritimus","species","52609","Holocene","","0.0117","0","52776"
"1231877","occ","","","162115","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","52797"
"1231934","occ","","","162133","Ursus arctos","species","52604","","Ursus arctos","species","52604","Holocene","","0.0117","0","52801"
"1234795","occ","","","162543","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","52939"
"1234798","occ","","","162544","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","52940"
"1234806","occ","","","162545","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","52940"
"1234833","occ","","","162563","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","52942"
"1234834","occ","","","162564","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","52942"
"1235465","occ","","","162635","Euarctos americanus","species","104038","recombined as","Ursus americanus","species","52602","Pleistocene","","2.588","0.0117","52951"
"1235471","occ","","","162640","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","52954"
"1235472","occ","","","162641","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","52955"
"1235476","occ","","","162642","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","52956"
"1237484","occ","","","20479","Ursus n. sp. haplodon","species","52605","subjective synonym of","Arctodus pristinus","species","44276","Irvingtonian","","1.8","0.3","53045"
"1264928","occ","","","168038","n. gen. Aelureidopus n. sp. baconi","species","104023","recombined as","Ailuropoda baconi","species","104023","Pleistocene","","2.588","0.0117","55028"
"1265875","occ","","","75481","Ursavus primaevus","species","52600","","Ursavus primaevus","species","52600","MN 9","","11.1","9.7","55045"
"1265876","occ","","","75481","Ursavus brevirhinus","species","52598","","Ursavus brevirhinus","species","52598","MN 9","","11.1","9.7","55045"
"1269161","occ","","","168757","Hemicyon barbouri","species","46857","","Hemicyon barbouri","species","46857","Clarendonian","","13.6","10.3","55189"
"1308015","occ","","","175386","Pachycynodon n. sp. tedfordi","species","333454","","Pachycynodon tedfordi","species","333454","Early Oligocene","","33.9","28.4","57348"
"1308016","occ","","","175386","Amphicynodon sp.","genus","41307","","Amphicynodon","genus","41307","Early Oligocene","","33.9","28.4","57348"
"1308042","occ","","","175387","Cephalogale sp.","genus","41310","","Cephalogale","genus","41310","Early Oligocene","","33.9","28.4","57348"
"1310181","occ","","","174759","Amphicynodon ? sp.","genus","41307","","Amphicynodon","genus","41307","Early Oligocene","","33.9","28.4","57619"
"1310777","occ","","","175940","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57682"
"1310793","occ","","","175941","Ursus arctos","species","52604","","Ursus arctos","species","52604","Holocene","","0.0117","0","57683"
"1310794","occ","","","175941","Thalassarctos maritimus","species","103567","subjective synonym of, species not entered","Ursus","genus","41331","Holocene","","0.0117","0","57683"
"1310803","occ","","","175942","Ursus arctos","species","52604","","Ursus arctos","species","52604","Holocene","","0.0117","0","57683"
"1310804","occ","","","175943","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57684"
"1310838","occ","","","175948","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57688"
"1310844","occ","","","175950","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57688"
"1310851","occ","","","175951","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57688"
"1310863","occ","","","175953","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57688"
"1310867","occ","","","175954","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57689"
"1310872","occ","","","175955","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57689"
"1310877","occ","","","175956","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57689"
"1310882","occ","","","175957","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57690"
"1310905","occ","","","175961","Ursus arctos","species","52604","","Ursus arctos","species","52604","Holocene","","0.0117","0","57691"
"1310907","occ","","","175962","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57691"
"1310910","occ","","","175963","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57691"
"1310913","occ","","","175964","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57691"
"1310920","occ","","","175966","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57693"
"1310926","occ","","","175967","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57694"
"1310966","occ","","","175977","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57706"
"1310969","occ","","","175978","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57706"
"1310994","occ","","","175984","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57709"
"1310997","occ","","","175985","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57709"
"1311004","occ","","","175987","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","57709"
"1313286","occ","","","136269","Plithocyon armagnecensis","species","41323","species not entered","Plithocyon","genus","41323","MN 4","","16.9","15.97","57907"
"1313287","occ","","","136269","Dinocyon ? thenardi","species","339546","","Dinocyon thenardi","species","339546","MN 4","","16.9","15.97","57907"
"1314667","occ","","","176411","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","58039"
"1315329","occ","","","176525","Ursus americanus","species","52602","","Ursus americanus","species","52602","Holocene","","0.0117","0","58111"
"1315366","occ","","","176524","Ursus americanus","species","52602","","Ursus americanus","species","52602","Holocene","","0.0117","0","58111"
"1348623","occ","","","182744","Cephalogale n. sp. meschethense","species","347945","","Cephalogale meschethense","species","347945","Late Oligocene","","28.4","23.03","60909"
"1348681","occ","","","182753","Ursus spelaeus","species","90654","","Ursus spelaeus","species","90654","Pleistocene","","2.588","0.0117","60920"
"1348695","occ","","","182754","Metarctos diaphorus","species","41318","species not entered","Metarctos","genus","41318","Late Miocene","","11.608","5.333","60922"
"1350567","occ","","","183123","Ursus deningeri","species","41331","species not entered","Ursus","genus","41331","Pleistocene","","2.588","0.0117","61122"
"1350568","occ","","","183123","Ursus spelaeus","species","90654","","Ursus spelaeus","species","90654","Pleistocene","","2.588","0.0117","61122"
"1352947","occ","","","183452","Amphicynodon leptorhynchus","species","348697","","Amphicynodon leptorhynchus","species","348697","MP 22","","33.9","28.4","61260"
"1352948","occ","","","183452","Pachycynodon ? borei","species","348698","","Pachycynodon borei","species","348698","MP 22","","33.9","28.4","61260"
"1352949","occ","","","183452","Cephalogale minor ?","species","348699","","Cephalogale minor","species","348699","MP 22","","33.9","28.4","61260"
"1353040","occ","","","183461","Ursidae indet.","family","41301","","Ursidae","family","41301","Pleistocene","","2.588","0.0117","61266"
"1353531","occ","","","36712","Adelpharctos n. sp. ginsburgi","species","348844","","Adelpharctos ginsburgi","species","348844","MP 28","","28.4","23.03","61312"
"1353532","occ","33079","","36712","Cyonarctos dessei","species","348924","","Cyonarctos dessei","species","348924","MP 28","","28.4","23.03","61353"
"1354168","occ","","","167537","cf. Pachycynodon boriei","species","41230","species not entered","Pachycynodon","genus","41230","MP 22","","33.9","28.4","54680"
"1354169","occ","","","167537","Pachycynodon crassirostris","species","348907","","Pachycynodon crassirostris","species","348907","MP 22","","33.9","28.4","54680"
"1354170","occ","","","167537","Pachycynodon sp.","genus","41230","","Pachycynodon","genus","41230","MP 22","","33.9","28.4","54680"
"1354171","occ","","","167537","cf. Amphicynodon typicus","species","41307","species not entered","Amphicynodon","genus","41307","MP 22","","33.9","28.4","54680"
"1354172","occ","","","167537","Amphicynodon ? informal sp. 2","species","41307","species not entered","Amphicynodon","genus","41307","MP 22","","33.9","28.4","54680"
"1354176","occ","","","167513","cf. Pachycynodon boriei","species","41230","species not entered","Pachycynodon","genus","41230","MP 22","","33.9","28.4","54680"
"1354177","occ","","","167513","Pachycynodon crassirostris","species","348907","","Pachycynodon crassirostris","species","348907","MP 22","","33.9","28.4","54680"
"1354178","occ","","","167513","Pachycynodon sp.","genus","41230","","Pachycynodon","genus","41230","MP 22","","33.9","28.4","54680"
"1354198","occ","","","183664","Cephalogale aff. gracile","species","41310","species not entered","Cephalogale","genus","41310","Late Oligocene","","28.4","23.03","61349"
"1354199","occ","","","183664","Pachycynodon obtusus","species","41230","species not entered","Pachycynodon","genus","41230","Late Oligocene","","28.4","23.03","61349"
"1354208","occ","","","36715","n. gen. Cyonarctos n. sp. dessei","species","348924","","Cyonarctos dessei","species","348924","MP 28","","28.4","23.03","61353"
"1356825","occ","","","184245","Ursus arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","61580"
